,A,B,C,D
89243,1,1,1,0
89244,0,0,0,1
89245,0,1,0,0
89246,0,1,1,1
89247,1,0,1,1
89248,1,1,1,1
89249,1,1,1,1
89250,1,0,1,1
89251,1,1,1,1
89252,1,0,1,1
89253,1,1,1,1
89254,0,0,0,0
89255,0,1,1,1
89256,0,1,0,1
89257,0,1,1,1
89258,0,1,0,1
89259,1,1,0,1
89260,0,1,1,1
89261,0,1,0,1
89262,1,0,0,1
89263,1,1,1,1
89264,1,0,1,1
89265,0,0,0,1
89266,0,1,0,1
89267,1,0,1,1
89268,0,0,1,0
89269,0,1,1,1
89270,1,0,1,1
89271,0,0,0,0
89272,0,1,1,1
89273,0,1,1,1
89274,0,0,1,1
89275,1,0,0,1
89276,1,1,0,1
89277,0,0,0,1
89278,1,0,1,1
89279,0,0,0,0
89280,1,0,0,1
89281,1,0,0,1
89282,0,1,1,1
89283,1,1,1,1
89284,0,0,0,1
89285,0,1,0,0
89286,0,1,0,0
89287,1,1,0,0
89288,1,1,1,1
89289,0,1,0,1
89290,0,0,1,1
89291,1,1,1,1
89292,1,1,1,1
89293,1,0,1,1
89294,0,1,0,1
89295,1,0,1,1
89296,0,1,0,1
89297,0,0,1,1
89298,1,0,1,1
89299,1,0,1,0
89300,1,0,0,1
89301,0,1,1,0
89302,1,1,1,1
89303,1,1,0,1
89304,1,0,0,1
89305,0,0,0,0
89306,1,0,1,1
89307,0,0,1,1
89308,1,0,0,1
89309,0,0,0,0
89310,1,0,1,1
89311,0,0,0,0
89312,0,0,1,1
89313,1,0,1,1
89314,0,0,0,0
89315,1,0,0,0
89316,1,1,0,1
89317,1,1,0,0
89318,0,1,0,1
89319,1,1,1,1
89320,1,1,0,1
89321,1,0,0,0
89322,1,0,0,1
89323,1,1,0,1
89324,0,0,0,1
89325,0,0,1,1
89326,0,1,1,0
89327,1,1,1,1
89328,0,1,0,0
89329,1,1,1,1
89330,0,0,0,1
89331,1,1,0,1
89332,1,1,0,1
89333,0,0,1,1
89334,0,1,1,1
89335,0,0,1,0
89336,0,1,0,1
89337,0,0,0,1
89338,1,1,1,1
89339,0,1,0,1
89340,0,0,0,0
89341,0,0,0,1
89342,1,1,0,1
89343,1,1,1,1
89344,1,1,1,1
89345,0,1,1,0
89346,0,1,1,0
89347,0,0,1,1
89348,1,1,1,1
89349,0,1,0,0
89350,0,0,0,1
89351,1,0,0,1
89352,1,0,1,1
89353,1,0,0,1
89354,1,0,0,1
89355,0,0,0,0
89356,0,1,0,1
89357,1,0,1,1
89358,1,1,0,1
89359,0,1,0,0
89360,0,1,1,1
89361,1,1,0,1
89362,0,0,0,0
89363,0,0,1,1
89364,0,0,1,0
89365,1,1,0,1
89366,0,1,0,0
89367,0,1,0,0
89368,0,0,1,1
89369,0,1,0,1
89370,0,1,1,1
89371,0,0,1,1
89372,0,0,1,1
89373,0,1,0,1
89374,1,1,1,1
89375,1,0,1,1
89376,1,0,0,1
89377,0,0,1,1
89378,1,1,0,0
89379,1,0,0,1
89380,1,1,0,1
89381,1,1,1,1
89382,1,0,0,1
89383,1,1,1,1
89384,1,1,0,1
89385,0,1,1,1
89386,0,1,0,1
89387,0,1,1,1
89388,1,1,1,1
89389,1,1,0,1
89390,1,1,1,1
89391,1,1,1,1
89392,0,1,1,1
89393,1,1,0,1
89394,1,1,1,1
89395,0,0,1,1
89396,0,1,0,0
89397,0,0,0,0
89398,1,1,0,0
89399,0,0,1,1
89400,1,0,0,1
89401,1,1,0,1
89402,1,0,1,1
89403,0,1,0,1
89404,0,1,0,0
89405,0,1,0,1
89406,0,0,1,1
89407,1,1,1,1
89408,1,0,1,1
89409,1,0,0,0
89410,0,0,0,1
89411,0,0,0,1
89412,0,1,0,1
89413,0,1,1,1
89414,0,1,1,1
89415,1,0,1,1
89416,0,0,1,1
89417,1,0,0,1
89418,0,1,1,1
89419,0,1,0,1
89420,0,0,0,1
89421,0,1,1,1
89422,1,1,0,1
89423,1,0,0,1
89424,1,1,0,1
89425,0,0,0,1
89426,1,1,1,1
89427,0,1,0,0
89428,1,1,1,1
89429,0,0,1,1
89430,1,0,0,1
89431,0,1,1,0
89432,0,1,1,1
89433,0,1,1,1
89434,0,1,0,0
89435,0,1,1,0
89436,0,1,0,1
89437,1,0,0,1
89438,1,0,1,1
89439,1,1,1,1
89440,0,1,1,1
89441,0,1,0,1
89442,1,1,1,1
89443,1,1,0,1
89444,1,0,0,1
89445,0,0,1,1
89446,0,0,1,1
89447,0,1,1,1
89448,1,0,0,1
89449,1,0,1,1
89450,1,0,0,1
89451,0,1,0,0
89452,1,0,1,1
89453,1,1,1,1
89454,0,1,0,1
89455,0,0,1,1
89456,0,1,1,1
89457,1,1,0,1
89458,0,1,1,1
89459,0,1,0,1
89460,0,0,1,1
89461,1,1,1,1
89462,1,0,0,1
89463,0,0,1,1
89464,1,1,1,0
89465,1,1,1,1
89466,1,0,0,1
89467,1,0,0,1
89468,1,0,1,1
89469,0,0,1,1
89470,1,0,1,1
89471,1,1,0,1
89472,1,1,1,1
89473,1,1,1,1
89474,1,0,0,0
89475,0,1,1,1
89476,1,0,0,1
89477,1,0,0,1
89478,0,1,1,1
89479,0,1,0,1
89480,1,0,0,1
89481,1,1,0,1
89482,1,1,0,1
89483,1,0,1,1
89484,1,0,1,1
89485,1,1,1,1
89486,0,1,1,1
89487,1,1,0,1
89488,0,0,0,1
89489,1,0,0,1
89490,1,1,0,0
89491,0,1,0,0
89492,0,1,0,1
89493,1,0,1,1
89494,1,1,1,1
89495,0,1,0,1
89496,0,0,0,1
89497,1,0,0,0
89498,1,0,1,1
89499,1,0,0,1
89500,0,1,1,1
89501,0,0,1,1
89502,0,1,0,0
89503,0,0,1,1
89504,0,0,0,1
89505,0,1,0,1
89506,1,0,0,0
89507,0,0,0,1
89508,1,0,1,1
89509,0,0,1,1
89510,0,1,0,1
89511,1,1,1,1
89512,0,1,0,0
89513,1,1,1,1
89514,0,0,0,0
89515,1,0,1,1
89516,1,1,1,1
89517,0,1,1,1
89518,1,1,0,1
89519,1,0,0,1
89520,1,0,1,1
89521,1,0,0,1
89522,0,0,0,0
89523,0,0,0,0
89524,1,0,1,1
89525,1,1,0,1
89526,0,1,1,1
89527,0,1,0,0
89528,1,0,0,0
89529,1,0,1,1
89530,1,0,0,1
89531,1,1,1,1
89532,0,0,0,0
89533,1,0,0,0
89534,0,0,0,0
89535,0,0,1,1
89536,0,1,1,1
89537,0,0,0,1
89538,1,0,0,1
89539,1,0,0,1
89540,0,0,0,1
89541,1,0,1,1
89542,1,1,0,1
89543,0,0,0,1
89544,0,1,1,1
89545,0,0,1,1
89546,1,0,1,1
89547,1,0,1,1
89548,1,0,0,0
89549,0,1,0,1
89550,0,0,0,0
89551,0,1,0,1
89552,0,0,0,0
89553,1,0,1,1
89554,1,0,0,1
89555,1,0,1,1
89556,0,0,0,1
89557,1,0,0,1
89558,1,1,0,0
89559,1,0,0,0
89560,1,1,1,1
89561,1,1,1,1
89562,0,1,1,1
89563,1,1,0,1
89564,0,1,0,1
89565,1,0,1,1
89566,0,0,1,1
89567,1,1,1,1
89568,1,1,1,1
89569,1,0,0,0
89570,0,1,0,1
89571,0,0,1,1
89572,0,0,1,1
89573,0,0,0,0
89574,0,1,1,1
89575,1,0,1,0
89576,0,1,0,0
89577,1,1,1,1
89578,1,0,0,1
89579,1,1,1,1
89580,1,0,0,0
89581,0,1,0,1
89582,0,1,1,1
89583,0,0,0,1
89584,1,0,1,1
89585,0,0,1,1
89586,1,0,0,1
89587,1,0,1,1
89588,0,0,1,1
89589,0,0,0,0
89590,1,1,0,1
89591,0,0,0,0
89592,1,1,0,1
89593,0,1,1,1
89594,0,0,1,1
89595,0,0,0,1
89596,1,0,1,1
89597,1,0,0,1
89598,0,1,1,1
89599,1,1,0,0
89600,1,0,0,1
89601,1,0,1,1
89602,0,0,1,1
89603,1,0,1,1
89604,1,1,0,1
89605,0,1,0,1
89606,1,0,0,1
89607,1,0,0,0
89608,1,1,1,1
89609,0,0,0,0
89610,1,1,0,1
89611,1,1,0,1
89612,0,0,0,1
89613,0,1,0,0
89614,1,1,0,0
89615,1,1,0,1
89616,0,1,0,1
89617,0,1,0,1
89618,0,1,0,1
89619,0,1,0,0
89620,0,0,1,1
89621,0,0,0,0
89622,1,0,0,1
89623,1,1,1,1
89624,1,1,0,0
89625,1,0,1,1
89626,1,1,0,0
89627,0,1,1,1
89628,1,0,0,0
89629,0,1,1,1
89630,0,1,0,1
89631,0,0,1,1
89632,1,0,1,1
89633,0,0,0,0
89634,1,1,1,1
89635,0,1,0,1
89636,1,1,1,1
89637,0,1,0,0
89638,1,1,0,1
89639,0,1,1,1
89640,0,1,0,1
89641,1,0,0,0
89642,1,1,0,1
89643,0,1,0,1
89644,0,0,1,0
89645,1,1,0,1
89646,0,0,1,0
89647,1,0,1,1
89648,0,1,1,1
89649,1,0,1,1
89650,1,1,1,1
89651,1,0,0,1
89652,0,1,0,1
89653,0,0,1,1
89654,1,1,0,1
89655,0,1,1,1
89656,1,1,0,1
89657,0,0,1,1
89658,0,0,0,0
89659,0,1,0,1
89660,0,1,0,0
89661,1,0,0,1
89662,1,1,0,1
89663,0,1,1,1
89664,0,1,0,1
89665,0,1,1,1
89666,0,1,0,0
89667,0,0,1,1
89668,0,1,1,1
89669,0,0,1,1
89670,1,1,0,1
89671,1,0,1,1
89672,1,1,1,1
89673,0,1,0,1
89674,0,0,1,0
89675,1,0,0,0
89676,1,1,1,1
89677,0,1,0,1
89678,1,1,0,1
89679,0,0,1,1
89680,1,1,0,1
89681,0,1,0,1
89682,1,1,0,1
89683,0,1,1,1
89684,1,0,1,1
89685,1,1,0,1
89686,0,1,1,1
89687,0,1,1,1
89688,0,0,1,0
89689,1,1,1,1
89690,1,1,0,1
89691,1,0,0,1
89692,0,1,0,1
89693,1,1,1,1
89694,1,0,0,1
89695,0,1,1,1
89696,0,0,0,0
89697,0,1,1,1
89698,0,1,0,1
89699,0,0,0,0
89700,0,1,1,1
89701,0,1,0,1
89702,1,0,0,1
89703,1,0,0,1
89704,0,0,0,1
89705,0,0,0,1
89706,0,1,0,0
89707,0,1,0,0
89708,0,0,1,0
89709,0,1,0,0
89710,1,0,0,0
89711,1,1,1,1
89712,1,0,1,1
89713,1,1,0,0
89714,1,1,0,1
89715,1,1,1,1
89716,1,0,0,0
89717,1,1,1,1
89718,1,1,1,1
89719,1,0,1,1
89720,0,1,1,1
89721,0,1,1,1
89722,0,1,1,1
89723,1,1,0,0
89724,0,0,0,0
89725,0,1,0,0
89726,1,1,1,1
89727,0,1,1,1
89728,1,0,0,0
89729,0,1,1,1
89730,0,0,1,1
89731,1,0,0,0
89732,0,1,0,0
89733,1,1,0,1
89734,0,1,1,1
89735,1,1,1,1
89736,0,1,1,1
89737,0,0,1,1
89738,0,1,1,1
89739,1,0,1,1
89740,1,1,0,1
89741,1,1,0,0
89742,1,0,0,1
89743,1,1,0,0
89744,0,1,1,1
89745,0,0,0,0
89746,1,0,1,1
89747,1,0,1,1
89748,1,0,0,0
89749,1,1,1,1
89750,1,1,0,1
89751,0,0,1,1
89752,0,1,0,0
89753,1,0,1,1
89754,0,1,1,1
89755,1,0,0,1
89756,1,0,1,1
89757,1,0,0,1
89758,1,0,0,1
89759,1,0,1,1
89760,0,0,0,1
89761,1,1,1,1
89762,1,1,0,0
89763,1,0,1,1
89764,1,0,1,1
89765,0,1,0,1
89766,0,1,1,0
89767,1,0,1,1
89768,1,0,0,1
89769,1,1,0,1
89770,1,0,1,1
89771,1,1,1,1
89772,1,0,1,1
89773,1,0,0,1
89774,1,0,1,1
89775,1,1,1,1
89776,1,1,1,1
89777,0,0,0,0
89778,0,1,1,1
89779,1,1,1,1
89780,0,1,1,1
89781,1,0,0,1
89782,1,1,1,1
89783,0,0,0,0
89784,1,0,1,1
89785,0,1,1,1
89786,0,1,0,1
89787,1,1,0,0
89788,1,1,0,1
89789,0,1,1,1
89790,1,1,0,1
89791,0,0,0,0
89792,0,1,1,1
89793,1,1,0,0
89794,0,0,0,0
89795,0,1,1,0
89796,0,0,1,1
89797,1,1,1,1
89798,0,0,0,1
89799,0,0,1,1
89800,0,0,0,1
89801,0,0,1,0
89802,0,0,0,1
89803,1,0,0,1
89804,0,0,0,0
89805,0,1,1,0
89806,0,1,1,1
89807,0,0,1,0
89808,1,1,0,1
89809,0,0,1,1
89810,0,0,1,1
89811,1,1,1,1
89812,0,1,0,1
89813,1,1,1,1
89814,0,0,0,1
89815,0,1,1,1
89816,1,0,1,1
89817,0,0,1,1
89818,0,1,1,1
89819,0,1,0,1
89820,0,1,1,1
89821,0,0,1,1
89822,0,0,1,1
89823,1,1,1,1
89824,1,0,1,1
89825,0,1,1,0
89826,0,0,1,1
89827,1,0,0,1
89828,0,1,0,0
89829,1,1,0,1
89830,0,1,0,1
89831,0,1,0,1
89832,0,1,0,0
89833,1,0,0,1
89834,1,0,1,1
89835,0,0,1,1
89836,0,0,1,1
89837,1,1,1,1
89838,0,1,0,0
89839,1,1,0,1
89840,0,0,0,1
89841,0,1,1,1
89842,0,0,1,1
89843,1,0,0,1
89844,0,1,1,1
89845,1,0,0,1
89846,0,0,0,1
89847,1,1,0,0
89848,1,0,1,1
89849,0,1,0,1
89850,0,0,1,1
89851,0,0,0,0
89852,0,1,0,1
89853,1,1,1,1
89854,1,0,0,1
89855,1,1,1,1
89856,0,0,1,1
89857,1,1,1,1
89858,0,1,1,1
89859,1,0,1,1
89860,0,1,0,0
89861,0,1,0,1
89862,0,0,1,0
89863,1,1,0,1
89864,0,0,1,1
89865,0,1,0,0
89866,0,0,0,1
89867,0,0,1,1
89868,0,0,1,1
89869,0,1,0,1
89870,0,1,0,0
89871,1,0,0,1
89872,1,0,0,1
89873,0,0,0,0
89874,0,1,0,1
89875,0,1,0,0
89876,0,1,1,1
89877,1,0,1,1
89878,0,0,1,1
89879,0,1,1,1
89880,1,1,0,0
89881,1,0,0,1
89882,1,0,0,0
89883,1,0,1,1
89884,1,1,1,1
89885,0,0,0,0
89886,1,0,1,1
89887,1,1,1,1
89888,1,1,0,0
89889,0,1,0,0
89890,0,0,1,1
89891,1,1,0,1
89892,0,0,0,0
89893,0,1,1,1
89894,1,1,1,1
89895,0,1,1,0
89896,0,1,1,1
89897,0,1,0,1
89898,0,1,0,1
89899,1,1,1,1
89900,0,1,1,1
89901,1,0,1,1
89902,0,1,0,0
89903,1,1,1,1
89904,0,1,1,1
89905,1,1,0,0
89906,1,1,1,1
89907,0,0,1,1
89908,1,1,1,1
89909,1,0,1,1
89910,0,1,0,1
89911,0,0,1,1
89912,0,1,0,0
89913,1,1,1,1
89914,0,1,1,1
89915,0,0,0,0
89916,0,0,1,1
89917,0,1,0,0
89918,0,0,1,1
89919,0,1,1,1
89920,0,1,0,1
89921,0,0,0,0
89922,1,1,1,1
89923,1,0,1,1
89924,0,1,1,1
89925,1,1,0,1
89926,0,0,0,0
89927,1,0,1,1
89928,0,1,0,0
89929,1,1,1,1
89930,0,1,1,1
89931,1,1,1,1
89932,1,0,1,1
89933,1,0,1,1
89934,1,1,1,1
89935,0,0,0,0
89936,1,1,0,1
89937,0,1,0,0
89938,0,1,1,1
89939,1,1,0,1
89940,0,0,1,1
89941,0,0,1,1
89942,1,0,1,1
89943,0,1,1,1
89944,1,1,1,1
89945,0,0,0,0
89946,0,1,0,1
89947,0,1,1,1
89948,0,1,0,1
89949,0,1,1,1
89950,0,1,1,1
89951,0,0,1,1
89952,0,1,0,1
89953,1,0,1,1
89954,0,1,1,1
89955,0,1,0,1
89956,0,1,0,0
89957,0,1,1,1
89958,0,0,1,1
89959,1,1,0,0
89960,0,0,1,1
89961,0,0,0,0
89962,0,0,0,0
89963,1,1,0,0
89964,1,1,0,0
89965,0,0,0,1
89966,0,0,1,1
89967,1,0,0,0
89968,1,1,0,1
89969,1,0,1,1
89970,1,1,1,1
89971,1,0,0,1
89972,0,1,1,1
89973,0,1,1,1
89974,0,0,1,1
89975,1,1,0,0
89976,0,1,1,1
89977,0,1,0,0
89978,0,1,1,1
89979,0,1,0,1
89980,1,1,1,0
89981,0,0,0,0
89982,0,0,0,1
89983,1,1,1,1
89984,1,0,0,1
89985,1,1,0,0
89986,1,0,0,1
89987,0,1,1,1
89988,0,1,0,1
89989,0,1,0,1
89990,1,0,1,1
89991,1,1,1,1
89992,0,1,1,1
89993,0,1,0,0
89994,1,1,0,0
89995,1,0,1,1
89996,1,1,0,1
89997,0,0,0,0
89998,1,1,0,1
89999,1,0,0,1
90000,0,1,0,0
90001,0,0,1,1
90002,0,0,0,1
90003,1,0,0,1
90004,1,0,1,1
90005,1,1,0,1
90006,0,1,0,1
90007,0,1,1,1
90008,0,0,0,1
90009,0,1,1,1
90010,0,1,0,0
90011,0,0,1,1
90012,1,0,0,0
90013,1,0,0,1
90014,1,1,1,1
90015,0,0,0,1
90016,1,0,1,1
90017,1,1,1,1
90018,1,0,1,1
90019,1,0,1,1
90020,0,1,1,1
90021,0,0,1,1
90022,0,0,0,1
90023,1,1,1,1
90024,1,1,1,1
90025,1,1,0,0
90026,0,0,0,0
90027,1,1,1,1
90028,0,1,1,1
90029,1,1,1,1
90030,0,1,1,1
90031,1,0,0,1
90032,1,0,1,1
90033,0,1,0,0
90034,1,1,0,1
90035,1,1,1,1
90036,1,0,0,1
90037,1,1,0,0
90038,1,0,1,1
90039,0,0,0,0
90040,0,1,1,1
90041,1,0,0,1
90042,0,0,0,0
90043,0,0,1,1
90044,0,1,1,0
90045,0,1,1,1
90046,0,0,0,0
90047,0,1,0,0
90048,0,1,0,0
90049,0,1,0,1
90050,1,1,0,1
90051,0,1,0,0
90052,1,1,1,1
90053,1,0,1,1
90054,1,1,0,1
90055,0,0,1,1
90056,1,0,1,1
90057,0,0,0,1
90058,0,1,1,1
90059,0,0,1,1
90060,1,0,0,0
90061,1,1,0,0
90062,1,1,0,1
90063,0,0,1,0
90064,1,1,0,1
90065,1,0,1,1
90066,0,1,0,1
90067,0,1,1,1
90068,0,0,1,1
90069,0,1,0,1
90070,1,0,1,1
90071,1,1,1,1
90072,1,0,1,1
90073,0,1,0,1
90074,1,1,1,1
90075,0,1,1,1
90076,1,1,1,1
90077,0,0,0,0
90078,1,0,1,1
90079,1,1,1,1
90080,1,1,1,1
90081,0,0,0,0
90082,0,1,0,1
90083,1,0,1,1
90084,0,0,1,1
90085,1,1,0,0
90086,1,1,0,1
90087,1,1,1,1
90088,1,1,0,1
90089,0,1,0,1
90090,0,0,0,1
90091,0,1,1,1
90092,0,0,1,1
90093,0,0,1,1
90094,0,1,0,1
90095,0,1,1,1
90096,1,0,1,1
90097,1,1,0,0
90098,1,0,1,1
90099,0,0,0,0
90100,0,1,1,1
90101,1,1,1,1
90102,0,1,1,1
90103,0,0,0,0
90104,0,0,1,1
90105,0,1,0,1
90106,0,0,1,1
90107,0,1,1,1
90108,0,0,0,1
90109,1,1,0,1
90110,1,1,0,1
90111,0,1,0,1
90112,0,0,0,1
90113,1,1,0,1
90114,0,0,0,1
90115,0,1,1,1
90116,0,1,1,1
90117,1,1,0,1
90118,0,1,1,1
90119,1,1,0,1
90120,1,1,0,1
90121,0,1,0,0
90122,0,0,1,1
90123,0,1,1,1
90124,1,1,0,1
90125,0,0,0,0
90126,1,1,1,1
90127,0,1,1,1
90128,0,0,0,1
90129,1,1,0,1
90130,1,1,0,1
90131,0,1,0,1
90132,0,0,0,0
90133,0,1,1,1
90134,0,0,1,1
90135,1,0,1,1
90136,0,0,1,1
90137,0,1,1,1
90138,0,1,1,1
90139,1,1,0,0
90140,1,0,0,1
90141,0,0,0,0
90142,0,0,0,1
90143,0,1,0,1
90144,1,0,1,1
90145,1,1,1,1
90146,1,0,1,1
90147,1,0,0,1
90148,1,0,1,1
90149,1,0,0,1
90150,1,0,0,0
90151,1,1,1,1
90152,1,0,1,1
90153,0,0,0,0
90154,0,1,0,1
90155,1,1,1,1
90156,0,1,0,1
90157,1,0,1,1
90158,1,1,0,1
90159,0,1,0,0
90160,1,1,0,1
90161,1,0,1,1
90162,1,1,1,1
90163,1,1,0,1
90164,1,0,1,1
90165,0,1,0,0
90166,1,0,1,1
90167,1,1,1,1
90168,1,1,0,0
90169,0,0,1,1
90170,1,1,1,1
90171,0,0,1,1
90172,0,1,1,1
90173,1,0,1,1
90174,1,0,0,1
90175,0,0,0,1
90176,0,0,0,1
90177,0,1,0,0
90178,0,0,1,0
90179,1,0,1,1
90180,0,0,0,0
90181,1,1,0,0
90182,1,0,1,1
90183,1,0,0,1
90184,1,0,0,1
90185,0,1,1,1
90186,0,0,0,1
90187,1,1,0,1
90188,0,1,0,0
90189,0,0,1,1
90190,1,1,1,1
90191,1,1,1,1
90192,1,0,1,1
90193,1,0,1,1
90194,1,1,1,1
90195,1,0,1,0
90196,0,1,0,0
90197,0,1,1,1
90198,0,0,0,1
90199,0,0,1,0
90200,1,0,1,1
90201,0,1,1,1
90202,0,1,0,0
90203,0,1,1,1
90204,1,1,0,1
90205,1,0,0,0
90206,0,0,0,1
90207,1,1,0,0
90208,1,1,1,1
90209,1,1,1,1
90210,1,0,0,1
90211,0,0,0,0
90212,1,1,1,1
90213,1,1,0,1
90214,1,0,0,1
90215,1,1,1,1
90216,1,0,0,1
90217,1,1,1,1
90218,1,0,1,1
90219,1,0,0,1
90220,1,0,1,1
90221,1,0,0,1
90222,0,0,1,0
90223,1,1,1,1
90224,0,1,0,1
90225,0,0,0,1
90226,0,1,1,1
90227,0,1,0,0
90228,0,0,0,0
90229,0,1,1,1
90230,0,1,0,1
90231,1,1,1,1
90232,0,1,1,0
90233,1,1,0,1
90234,0,0,0,0
90235,1,1,1,1
90236,1,0,0,1
90237,0,0,1,0
90238,1,1,0,1
90239,0,0,0,1
90240,0,0,1,1
90241,0,1,0,1
90242,0,0,1,1
90243,1,1,0,1
90244,1,1,1,1
90245,1,0,1,1
90246,1,0,0,0
90247,0,0,1,1
90248,0,0,0,0
90249,0,0,0,1
90250,0,0,0,0
90251,0,1,1,1
90252,1,0,0,1
90253,1,1,0,1
90254,0,0,1,1
90255,1,0,1,1
90256,0,0,1,1
90257,1,1,0,0
90258,0,1,1,1
90259,1,0,0,1
90260,0,0,0,0
90261,1,0,1,1
90262,1,0,1,1
90263,0,0,0,0
90264,0,0,1,1
90265,1,0,0,1
90266,1,1,1,1
90267,0,0,0,1
90268,0,0,0,1
90269,0,1,0,1
90270,0,0,1,1
90271,1,0,0,1
90272,0,0,1,1
90273,0,0,0,0
90274,1,0,0,0
90275,0,0,1,1
90276,0,1,0,0
90277,1,1,0,1
90278,1,0,1,1
90279,1,1,0,1
90280,0,1,1,1
90281,0,0,1,1
90282,0,1,0,0
90283,0,1,0,1
90284,1,1,1,1
90285,0,0,1,1
90286,0,1,1,1
90287,0,0,0,0
90288,1,1,1,1
90289,0,1,1,1
90290,1,0,0,1
90291,1,0,1,1
90292,0,0,1,1
90293,0,1,0,0
90294,1,0,1,1
90295,1,0,0,0
90296,0,1,1,1
90297,0,1,1,1
90298,1,0,1,1
90299,0,1,0,1
90300,1,1,0,1
90301,0,0,0,0
90302,1,0,0,0
90303,1,0,0,1
90304,1,1,0,0
90305,1,0,1,1
90306,1,1,1,1
90307,1,1,1,1
90308,0,0,1,1
90309,0,1,0,1
90310,1,0,0,0
90311,0,0,1,1
90312,0,0,1,1
90313,0,0,1,1
90314,0,1,0,0
90315,0,1,1,1
90316,0,1,1,1
90317,1,0,1,1
90318,0,1,0,1
90319,0,0,0,0
90320,1,1,1,0
90321,1,0,1,1
90322,1,0,1,1
90323,0,0,0,0
90324,0,0,0,1
90325,1,0,1,1
90326,0,1,0,0
90327,1,0,1,1
90328,0,0,0,0
90329,1,0,0,1
90330,1,0,1,1
90331,1,1,0,1
90332,0,1,0,0
90333,0,0,0,0
90334,0,0,0,0
90335,1,1,1,1
90336,0,1,0,1
90337,1,0,0,1
90338,0,1,0,1
90339,1,0,0,1
90340,0,1,0,1
90341,0,1,0,0
90342,1,0,0,1
90343,1,0,1,1
90344,1,0,1,1
90345,1,1,0,1
90346,1,0,1,1
90347,1,0,1,1
90348,0,1,0,0
90349,1,0,1,1
90350,1,1,0,1
90351,1,1,0,1
90352,1,1,0,0
90353,1,1,0,1
90354,1,0,0,0
90355,1,0,0,0
90356,0,0,0,1
90357,0,1,0,0
90358,0,1,1,1
90359,0,0,1,1
90360,1,1,1,1
90361,0,1,1,1
90362,1,1,1,1
90363,0,1,1,1
90364,1,0,1,1
90365,0,1,0,0
90366,0,0,1,1
90367,1,0,0,0
90368,0,1,1,1
90369,1,0,0,1
90370,1,1,0,0
90371,1,1,0,1
90372,0,0,0,1
90373,0,1,0,1
90374,1,1,1,1
90375,1,0,1,1
90376,1,1,0,1
90377,1,0,1,1
90378,1,1,0,1
90379,0,1,0,0
90380,1,1,0,1
90381,0,1,0,0
90382,1,0,1,1
90383,1,0,0,1
90384,1,1,0,1
90385,1,1,1,1
90386,1,1,0,1
90387,0,1,1,1
90388,1,1,1,1
90389,0,1,1,1
90390,1,1,0,0
90391,1,0,0,1
90392,0,1,1,1
90393,1,0,1,1
90394,1,0,0,1
90395,1,0,0,0
90396,0,0,0,0
90397,0,1,0,0
90398,0,0,1,1
90399,1,1,1,1
90400,0,1,1,1
90401,1,1,1,1
90402,1,0,0,1
90403,1,1,0,1
90404,0,0,1,1
90405,1,1,0,1
90406,1,1,0,1
90407,0,1,0,0
90408,0,0,0,1
90409,0,0,1,1
90410,0,1,0,1
90411,1,0,0,1
90412,1,0,1,1
90413,0,1,1,1
90414,1,1,1,1
90415,0,1,1,1
90416,1,1,1,1
90417,0,1,1,1
90418,1,0,1,1
90419,1,1,1,1
90420,0,1,1,1
90421,1,1,1,1
90422,0,1,1,1
90423,0,1,0,0
90424,0,1,1,1
90425,0,1,0,0
90426,1,1,0,1
90427,0,1,0,1
90428,0,1,1,1
90429,0,0,0,1
90430,1,1,1,1
90431,0,0,0,1
90432,0,1,1,1
90433,0,0,1,1
90434,1,0,1,1
90435,1,0,0,1
90436,0,0,1,1
90437,0,0,0,0
90438,1,0,1,1
90439,1,1,0,0
90440,1,1,1,1
90441,1,1,1,1
90442,1,1,1,1
90443,1,0,0,0
90444,1,0,1,1
90445,0,1,0,0
90446,0,0,0,1
90447,0,1,1,1
90448,1,0,1,1
90449,0,0,0,1
90450,1,0,0,1
90451,0,1,1,1
90452,1,1,1,1
90453,0,1,0,1
90454,1,0,0,1
90455,0,1,0,1
90456,0,1,1,0
90457,1,0,1,1
90458,0,1,0,0
90459,0,1,1,1
90460,0,1,0,1
90461,0,1,1,0
90462,0,0,1,1
90463,1,0,0,1
90464,1,1,1,1
90465,0,1,0,0
90466,0,0,1,1
90467,0,0,1,1
90468,1,0,0,1
90469,0,1,0,1
90470,0,1,1,1
90471,1,1,1,1
90472,0,1,1,1
90473,0,0,1,0
90474,0,1,0,0
90475,0,0,0,0
90476,0,0,0,0
90477,1,0,1,1
90478,0,1,1,1
90479,1,1,0,0
90480,1,1,0,1
90481,0,0,0,0
90482,0,0,1,1
90483,0,0,1,1
90484,0,0,1,0
90485,1,1,1,1
90486,1,1,1,1
90487,1,1,0,0
90488,0,1,0,0
90489,0,1,0,1
90490,1,1,0,1
90491,0,0,0,0
90492,1,1,1,1
90493,1,0,0,1
90494,0,1,1,1
90495,0,0,0,0
90496,0,0,1,1
90497,0,0,0,1
90498,1,1,0,1
90499,1,0,0,1
90500,1,0,0,1
90501,0,1,0,0
90502,0,0,1,1
90503,1,1,1,1
90504,1,0,1,1
90505,1,1,0,0
90506,0,1,0,1
90507,1,0,1,1
90508,1,1,0,1
90509,1,1,0,1
90510,0,0,0,1
90511,0,0,1,1
90512,1,0,0,1
90513,1,1,0,1
